id,Mobile_Companny,Mobile_Name,Whats_new,Chip,Colors,Cpu,Dimensions,Gpu,Resolution,Size,Weight,price_in_pkr,price_in_usd,rating,OS,imagepath1,imagepath2,battery,backcam
36,Huawei,Huawei_P8,"Huawei P8 - Discover Your Creativity!
Lights, Camera, Action! Huawei Brings out P8, A perfect combination of ultimate aesthetics and haptic experience enclosed in a metal unibody made with the most advanced nano-manufacturing technology. Huawei P8 in result is a complete, seamless enclosure that fits perfectly in your hand. Nothing stands out so conspicuously, the camera closes precisely providing perfect handling. Huawei's P8 makes your life smarter, the new generation of Kirin 930 processor offers you increased performance with lower fuel consumption. Huawei P8's all eight cores work on 64-bit to provide you with more power and speed than you have ever expected from a smartphone. It makes more of your photos other than just a memory, Huawei handheld P8 continues to rock with its 13.0 megapixel back camera that stands for sheer image quality. With the built-in optical image stabilization technology, Huawei captures images closer to the professional level photography. P8 Selfies will bring your good side even better, camera auto detects your face and makes the preset improvements that you have Predefined. Developing your visual creativity
The P8 is much more than just a smartphone with an excellent camera. It inspires you and makes you explore the creativity hidden inside. With light painting on P8, you can give your ideas an infinite expression, creating unique and spectacular images that were never seen before and on top of it, the display of P8 shows you the result in real time. So what are you waiting for? It's time say goodbye to your laziness and to get creative again! It makes you a professional in an instant, the Director Mode on P8 by Huawei makes you the director of your own movie sets.  You can direct several Android smartphones simultaneously and compose from different angles and see the result in real time. With Huawei P8, dropped calls and dead zones are a thing of the past.",HiSilicon Kirin 930/935,"Titanium Grey, Mystic Champagne, Carbon Black, Prestige Gold",Octa core (4 x 2.0 GHz Cortex A53 + 4 x 1.5 GHz Cortex A53),144.9 x 72.1 x 6.4 mm,Mali-T628 MP4,1080 x 1920 pixels (~424 ppi pixel density),5.2,144,49999,480,4.1,"Android OS, v5.0.2 (Lollipop)",webapp/img/huawei/huawei-p8-lite-1.jpg,webapp/img/huawei/huawei-p8-lite-2.jpg,(Li-Po Non removable) 2680 mAh,"13 MP, autofocus, (dual-LED + dual tone) flash"
35,Huawei,Huawei MateS,"Huawei Mate S - Touch, Made Powerful.
Huawei has unveiled new Ascend Mate S super phone in Pakistan, a phone that is equipped with the latest force touch feature (only available in premium version) which probably is only upgrade smartphones will see this year. Earlier model will be replaced by Huawei Mate S, that holds a slightly smaller 5.5inch screen as compared to 5.7 inch massive display screen. Full touch display  and beautiful craftsmanship, Huawei's Mate S has proved that their designs are best from the rest. Handset comes with 3GB RAM and latest Kirin 935 processor by company itself for blazing fast performance. Ascend Mate S's will be running on a lollipop Android with custom UI for better productivity. The latest update will be its front camera of 7MP that provides quality video conversations on Mate S by Huawei. Rear of the phone is excellently designed with improved 20.0 megapixel snapper on top combined with LED flash to capture HD videos and pictures. Huawei S is built supporting power touch, allowing you to have personalized user experience and tons of apps based on sensitive touch interactions. Featuring advanced 16 gigabytes of storage, Huawei Mate's S   LTE fourth generation support is much enhanced to allow better streaming and surfing. The phone will proved to be a great companion as with pretty much half price tag, Huawei Mate S is bound to make an impact. Equipped with a ton of features including GPS, Near Field Communication, Wi-Fi and FM radio on top of the latest Android 5.1.1  Mate SÌøåÀå?s power touch is made to shake all you senses. Achieving excellence through design inspiration it carries a technology to motivate us to dream bigger and change our lives for the better, Once and for all!",HiSilicon Kirin 935,"Luxurious Gold, Mystic Champagne, Titanium Grey",Octa Core (4 x 2.2 GHz + 4 x 1.5 GHZ),149.9 x 75.4 x 7.2 mm,Mali-T628MP4,1080 x 1920 pixels (~401 ppi pixel density),5.5,156,50000,480,4.1,"Android OS, v5.1.1 (Lollipop)",webapp/img/huawei/huawei-mate-s-1.jpg,webapp/img/huawei/huawei-mate-s-1.jpg,"Non removable, 2700 mAh Battery","13 MP, autofocus, (dual-LED + dual tone) flash"
34,Huawei,Huawei_P9,"Huawei P9 - The best of Android
This Year, Huawei unveils powerful P9 smartphone, a phone that can have much better specs than any other mobile smartphone in the market, any day. Starting from RAM, The new and Amazing Huawei P9 comes with whooping 3GB RAM that is actually higher than any other previous model ever launched and is capable of handling multiple heavy applications smoothly. Huawei's P9 comes with Kirin 955 SoC that comes with 64Bit architecture allowing the chipset to perform lightning fast without draining that much of battery juice and Huawei P9's bezel free design increases the premium look of the phone and 5.2 inch IPS NE0-LCD display brightens up every detail of the image. The GPU of the phone has been boosted to provide users with endless gaming on the go. Huawei Great P9 comes with 3000mAh huge battery which can be put on the standby mode for two weeks and it can also provide music playback for constant 23 hours. Android Marshmallow has been embedded with Huawei Emotion UI so that the users can enjoy P9 smartphone at its very best. improved fingerprint sensor can be found residing on the back of the mobile phone for easier access and is accompanied by 12MP Dual camera and a bright LED Flash. Huawei P9 improves its rear camera with features of 1/4 inch sensor and Hybrid focus and auto HDR whereas for front 8MP camera, the wide angle lens and HDR does the job. P9 implements the uni-metallic body design that makes the phone look more premium and its hybrid card slot allows users to choose from either of external memory card or a second SIM slot. In terms of memory, the P9 smartphone comes with, 32GB; and for connectivity, the phone holds NFC module, Bluetooth radio and fully featured Wi-Fi module. P9 by Huawei supports Fast charging and it can be charged up-to 60% in under 20 minutes. The phone is released worldwide with 12 months warranty and is available in four color variants. Huawei P9 price in pakistan is a bit high but the good thing is that it also also comes with FM module for entertainment. Mighty P9 is all set to rock.",HiSilicon Kirin 955,"Ceramic White, Haze Gold, Rose Gold, Titanium Grey, Mystic Silver, Prestige Gold, Red, Blue",Octa-core (4 x 2.5 GHz Cortex-A72 + 4 x 1.8 GHz Cortex-A53),145 x 70.9 x 7 mm,Mali-T880 MP4,1080 x 1920 pixels (~423 ppi pixel density),5.2,144,53999,518,4.1,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",,,"(Li-ion Non removable), 3000 mAh","Dual 12 MP, laser autofocus, dual-LED (dual tone) flash"
33,Huawei,Huawei Honor9,"Honor 9 - Better Got Best! 
Huawei stunned everyone with its Honor 9 launch which is another flagship device from this Chinese brand. Company is continuing the production of high-end devices and now they revealed Huawei Honor 9. Design looks same to its predecessor Huawei Honor 8 where at the bottom instead of home button company's logo is engraved that looks quite stunning and it also gives the idea that Huawei's Honor 9 is flagship device with a lot of hidden qualities that will be revealed with the passage of time. For now it is time to take a look of sensational and brilliant Huawei Honor 9's dimensions which are 147.3 x 70.9 x 7.5 mm and it weighs only 155g. After that next comes the size of LCD and type of display. 5.15 inch LCD is installed with LTPS capacitive touchscreen that makes Honor 9's display perfect for watching videos and playing games with very sharp pixels that are filled with 16M vibrant colors. To power up such powerful Honor 9 by Huawei company installed octa-core processor along with Kirin 960 chipset which has showed its full power in another flagship device Mate 9 that was recently launched in 2016. Huawei 9 is running with 6GB of RAM while 128 GB of built-in storage is used to store applications and Android OS v7.0 Nougat. 3200 mAh battery is used to light up the latest Huawei Honor's 9 while duel SIM slots are also there to provide full coverage of both networks simultaneously. 20 MP + 12MP dual camera setup is located on the back of device while 8 MP camera is installed on front of Huawei Honor 9 that captures perfect selfies no matter how bad are light conditions.",HiSilicon Kirin 960,"Glacier Grey, Sapphire Blue",Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),147.3 x 70.9 x 7.5 mm,Mali-G71 MP8,1080 x 1920 Pixels (~428 PPI),5.2,155,56999,547,0,Android OS V7.0 (Nougat),webapp/img/huawei/huawei-honor-9-1.jpg,webapp/img/huawei/huawei-honor-9-2.jpg,"(Li-ion Non removable), 3200 mAh","Dual 20 MP + 12 MP, autofocus, dual-LED (dual tone) flash"
32,Huawei,Huawei_Mate-9-Black,"Huawei Mate 9 Black - Black Is Poetic! 
Huawei gave new look to Mate 9 by launching it with in Black color. Many peoples love this color and now they have chance to buy their favorite device in their favorite color. With all qualities of its elder brother Huawei Mate 9 Black will rock the market due to its high demand and color selection. 5.9 inch make this phone phablet but still it lies in smartphone category due to Huawei Mate 9's cool looks and design. IPS Noe LCD is used to display 16M colors with resolution of 1080 x 1920 pixels. Emotion UI 5.0 is also embedded to on top of Android OS v7.0 Nougat. Huawei's Mate 9 Black has also got fingerprint sensor which is placed on the back panel that gives easy access while unlocking their phone's by their fingers. Further more Mate 9 Black by Huawei has packed the best equipment inside its chassis that includes octa core processor which is fixed on top of Hisilicon Kirin 960 chipset. Huawei 9 Black also packed Mali-G71 MP8 GPU to provide you the high quality display by reducing the power consumption to the minimum. 4000 mAh is resting below the non-removable cover of Mate 9 Black that keep up the light for very long time on a single charge. Memory department has hired the service of 64 GB built-in storage while multi-tasking department of 9 Black is handled by 4 GB of RAM that do its job perfectly by running and monitoring all the applications randomly. 20 MP camera of Huawei Mate's 9 Black is engaged with 12 MP sensor where both of them work so perfectly that you will get perfect image result which you can easily use for any purpose.",Hisilicon Kirin 960,"Space Gray, Moonlight Silver, Champagne Gold, Mocha Brown, Ceramic White, Black",Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),156.9 x 78.9 x 7.9 mm,Mali-G71 MP8,1080 x 1920 pixels (~373 PPI pixel density),5.9,190,59999,576,3.5,"Android OS, v7.0 (Nougat)",,,"(Li-ion Non removable), 4000 mAh","20 MP + 12 MP, laser aut0-focus, dual-LED + dual tone) flash"
31,Huawei,Huawei_P10,"Huawei P10 - Make Every Shot A Cover Shot! 
Chinese Brand Huawei has unleashed P10 which is the successor to its older version P9. As we all know that P9 was quite fabulous and it generated million of dollars for the company. Well with the passage of time Huawei P10 is now came to light with nonparallel spec. Well at this time the revealed specifications are indicating that this gadget is going to be next best phone in shape of Huawei's P10. First of all the front panel of the phone is 5.1 inches with IPS-NEO LCD display that also sports multi-touch and vibrant colors to decorate and home screen. Huawei P10's IPS display brings you the very sharp resolution of 1080 x 1920 pixels. To light up the phone long lasting battery is fixed inside the body of the beast. The next best thing about Huawei branded P10 is its unique Kirin 960 chipset that acts as the base for the powerful processor to manage all the functions of the handset. Fast charging is also possible due to this chipset. Huawei has decided to upgrade its new flagship phone P10 to take down the leading brands of the world. It is true that this phone is gonna stand alone in the world without any closest rival. All this is possible due to smart design of P10 while the specifications are also so unique that no other phone is capable to carry. Android operating system Nougat 7.0 is running out of box. Latest P10 also has Emotion UI 5.0 to make the home screen look better and improved in many ways. 4 GB of RAM is also there to enhance the multi-tasking of the smartphone. 64 GB internal storage is installed on P10 to store all the necessary applications and useful data at one location. A second variant is also introduced that comes 6 GB RAM and 128 GB built-in storage. P10 by Huawei brings you the micro SD card slot expand the fixed memory up to 128 GB. 20 MP + 12 MP dual camera is spotted on the back with Leica branding which is used in almost every flagship device including Huawei P10.",HiSilicon Kirin 960,"Mystic Silver, Rose Gold, Graphite Black, Dazzling Gold, Dazzling Blue, Greenery",Octa-core (4x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),145.5 x 69.5 x 7.4 mm,Mali-G71 MP8,1080 x 1920 Pixels (~424 PPI),5.2,145,59999,546,3.1,"Android OS, V7.0 (Nougat)",,,"(Li-ion Non removable), 3100 mAh","Dual 20 MP + 12 MP, autofocus, dual-LED (dual tone) flash"
30,Huawei,Huawei_Mate-9,"Huawei Mate 9 - Redefining Power 
Huawei shakes the market with Mate 9 smartphone and just like its predecessor, the phone tops all the market flagship devices in its price range. The amazingly fast Huawei Mate 9 comes with HiSilicon Kirin 960 chipset which is built around improved architecture to provide best results without compromising on other features of the great Huawei's Mate 9 smartphone. This time company has put up a great Q-HD display in the phone so that the users can enjoy best 6.0 inch IPS display available in market. With Huawei Mate 9's powerful 6GB RAM you can take on the every android application available in the market. EMUI with latest Android topping is embedded in Mate 9 by Huawei smartphone so that people are able to enjoy the smoothest and enhanced smartphone experience available. 12MP dual camera with PHAF, OIS and custom modified lens is put in Huawei 9 flagship device so that users can capture moments at their best and it also allows the users to make videos in Q-HD resolution. Huawei Mate's 9 follows the USB Type C trend and has embedded it on the rear of the phone to provide users with fast wired connection and charging and the great Huawei Mate 9 also has enhanced battery of 4000mAh to allow users with music playback of 18 hours. Amazing color variants and durable design makes the phone ideal for users. Mate 9's internal storage capacity is boosted up-to 128GB but 32GB and 64GB variants are also available for the budget customers.",NULL,"Space Gray, Moonlight Silver, Champagne Gold, Mocha Brown, Ceramic White, Black","Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53), Hisilicon Kirin 960GPU: Mali-G71 MP8",156.9 x 78.9 x 7.9 mm,NULL,"1080 x 1920 pixels (373 PPI)Sensors: Accelerometer, gyro, proximity, barometer, compass, Fingerprint",5.9,190,59999,576,4.1,"Android OS, v7.0 (Nougat)",webapp/img/huawei/huawei-mate-9-porshe-1.jpg,webapp/img/huawei/huawei-mate-9-porshe-2.jpg,"4000 mAh, (Li-Po Non-removable)","20 MP Dual +12 MP, f/2.2, OIS, 2x zoom, Leica optics, phase detection & laser autofocus, dual-LED + dual tone) flash, Geo-tagging, touch focus, face/smile detection, panorama, HDR, Video (2160p@30fps), 2ndry 8 MP, f/1.9, 1080p"
29,Huawei,Huawei P9Plus,"Huawei P9 Plus - The Smart Camera Phone 
Huawei unleashes its amazingly powerful P9 Plus smartphone that is build for perfect shots. The rear mounted dual camera setup provides the best shots as it is packed with lecia optics lens coupled with phase detection so that Huawei P9 Plus can capture everything in the best possible quality. The other features of rear camera include Dual tone LED Flash, panorama and HDR feature.Moreover the Huawei's P9 Plus comes with a powerful front mounted camera 8MP unit with f/1.9, autofocus, HDR, panorama with ability to record 1080p videos at 60FPS without any problem. Huawei P9 Plus's HiSilicon Kirin chipset is specially build to maximize all the aspects smartphone and they've added the 3D touch display in its 5.5 Q-HD screen to provide users of P9 Plus by Huawei with force touch feature for enhanced functionalities and better multitasking. Much tweaked and most latest of the Emotion user interface i.e 4.0 is provided out of the box in Huawei Plus so that the esteemed users can experience the updated Android Marshmallow at its best with latest features of nicely embedded fingerprint sensor, USB C port and Fast charging. The amazingly fast Huawei P9's Plus comes with embedded 4GB RAM which is quite enough to run every application smoothly and provide users with quickest multitasking experience on the great Huawei P9 Plus without any problem. 3400mAh battery is optimized for performance as it can run for a whole day without any problem upon average use and talk time of over 10 hours can be extracted from P9 Plus's battery, thanks to the battery-app monitoring engine embedded in UI Interface.",HiSilicon Kirin 955,"Titanium Grey, Mystic Silver, Prestige Gold, Rose Gold","2.5 GHz Quad-Core Cortex-A72, 1.8 GHz Quad-Core Cortex-A53",152.2 x 75.3 x 7 mm,Mali-T880 MP4,1080 x 1920 pixels (~401 ppi pixel density),5.5,162,67999,652,4.1,"Android OS, v6.0 (Marshmallow), upgradable to 7.0 (Nougat)",webapp/img/huawei/huawei-p8-lite-2.jpg,webapp/img/huawei/huawei-p8-lite-2.jpg,"(Li-Po Non removable), 3400 mAh","Dual 12 MP Dual Camera, autofocus, dual-LED (dual tone) flash"
28,Huawei,Huawei_Mate-10,"Huawei Mate 10 - Impossible To Define In Words! 
Huawei surprised everyone with the Mate 10 which is going to be the biggest flagship of the year 2017. My breath stopped when I take a first look over the list of specifications of Huawei Mate 10. Same thing will happen to you when you will gaze upon the mighty flagship device of this Chinese giant. They are presenting something new that was never achieved before. Huawei's Mate 10 Pro is truly worthy smartphone capable to be called a flagship device. If the given list of specification is true then Apple and Samsung should fear from Huawei Mate 10's launch. With such kind of improvements it seems that they will beat the world's number one company with launch of flagship standard device. Mate 10 by Huawei is not just about the long list of mind blowing specifications but the design of the device is improvised too and now you will meet the bezel less display on all sides of Huawei 10 Lite. Curved edges are now very popular in mobile phone industry and this brand is now adopting this design and brought you very special device which is named as Huawei Mate's 10. 5.9 inch display reached 2K display resolution so you can get a better picture quality where there are very little chances that you will meet the dull type of display. Huawei Mate 10 is speculated to run with Oreo operating system which is next in line from Google. HiSilicon Kirin 970 chip is accompanied with 4 GB of RAM so you can imagine the power of Mate 10's engine. Total four cameras are planted on front and back side where back eye is equipped with Dual 20 MP sensor while on front 8 MP camera is installed.",HiSilicon Kirin 970,"Mocha Brown, Black, Champagne Gold, Pink Gold",Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),150.5 x 77.8 x 8.2 mm,Mali-G72 MP12,1440 x 2560 Pixels (~498 PPI),5.9,186,69999,638,4.2,Android v8.0,webapp/img/huawei/huawei-mate-10-lite-1.jpg,webapp/img/huawei/huawei-mate-10-lite-2.jpg,4000 mAh (Li-Po Non removable),"Dual 20 MP + 12 MP, laser autofocus, (dual-LED + dual tone) flash"
27,Huawei,Huawei_P10-Plus,"Huawei P10 Plus - Unusual Offer!  Huawei appeared again with latest P10 Plus and  now they have keep in mind the amazing success they have gain from their previous devices. Now company is thinking about launch and manufacturing of Huawei P10 Plus. At the same time they respects all their competitors and this is the quality of recognized leader. The hero of our story is fresh to the news and  we can say that Huawei's P10 Plus is really a gate to the new chapter of achievements for this leading Chinese brand. However, the price of new items is higher so that's why you have to pay extra money to get P10 Plus by Huawei in your hands. From a design standpoint, it is a unique one as compare to other brands but it looks same to its younger brother. We can say that the Huawei P10 Plus's design has the  originality that this company is renowned for. There is a metal case surrounding the display frame and a fingerprint reader is also there. The screen of Huawei Plus is even more diagonal that is equals to 5.5 inches that one-handed person can easily use this gadget. IPS NEO LCD 1440 x 2560 pixel resolution of the device and LCD panel of Huawei P10's Plus puts together a good sharpness and highest levels of brightness and contrast. The main advantage is its Hi-Silicon Kirin 960 chipset that definitely worth to mention and record. Huawei P10 Plus has packed 6 GB RAM and 256 GB of ROM, which is sufficient for the majority of today's users. Dual 20 MP + 12 MP and 8 megapixel camera for better image quality is close to many flagship solutions. P10 Plus's specifications deserves over payment only if you're a gamer or have even more impressive palms",HiSilicon Kirin 960,Various,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),153.5 x 74.2 x 7 mm,Mali-G71 MP8,1440 x 2560 pixels,5.5,165,79999,729,3.3,"Android OS, V7.0 (Nougat)",,,"(Li-ion Non removable), 3750 mAh","Dual 20 MP + 12 MP, autofocus, dual-LED (dual tone) flash"
26,Huawei,Huawei_Mate-10-Pro,"Huawei Mate 10 Pro - Professionals Will Get Taste Of Oreo! 
Huawei revealed the specifications of Mate 10 but another smartphone dubbed as Pro is on its way. Specifications have revealed that it will be the professional version of the basic device. Leaked specifications of upcoming Huawei Mate 10 Pro also affirmed that this phone is bringing updates and modifications too. This phone is coming out of box with the Oreo operating system which is now available for everyone but Huawei's Mate 10 Pro will be the first one to get it. Chinese brand started to crack the code and use it for the next best device which is going to launch in upcoming days all  across the globe. Huawei Mate 10's Lite 18:9 ratio display is also present in gadget and now it became trendy for the flagships devices to carry it for themselves. Other specifications of Mate 10 Pro by Huawei includes 6.0 inch AMOLED capacitive LCD and on top of touchscreen is embedded for the firm and smooth touch. Resolution provided inside the display of Huawei Mate's 10 Pro is 1080 x 2160 which is best display setup of this regarding to the smartphone world. 6 GB of RAM is expected to come packed which is going to take care of Huawei 10 Pro and its complex multi-tasking. It is also speculated that Kirin 970 chipset will be used which is the most advance technology form this brand yet. Users of Mate 10 Pro will not face any kind of trouble with the storage because this phone is going to carry a 64 GB of internal storage and it is also speculated that 128 GB version of 10 Pro is also on its way to the leading markets of the world which is going to cause serious problem for Samsung.",Hisilicon Kirin 970,"Midnight Blue, Titanium Gray, Mocha Brown, Pink Gold",Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),154.2 x 74.5 x 7.9 mm,Mali-G72 MP12,1080 x 2160 Pixels (~402 PPI),6,178,87999,801,4.5,Android v8.0,,,"4000 mAh (Li-Po, Non removable)","Dual 20 MP + 12 MP, laser autofocus, (dual-LED + dual tone) flash"
24,Oppo,Oppo JoyPlus,"OPPO Joy Plus - Leap Up, Reach Joy!.

Guess What? OPPO has released Joy Plus, a new smartphone for those who need a ""smart"" dialer with android operating system, to enable them to experience the real joys of life. With OPPO Joy Plus, the company has decided to expand the range of their phones at expense of low cost product with modest performance. so OPPO Joy family is a high quality smartphone series from a reputable international manufacturer, for a small sum of money that will not hurt the wallet. OPPO Joy Plus's new version replaces the old one, submitted a year ago, that took over the competitors on an attractive price. The actual cost of OPPO's Joy Plus is less than $ 120, and you can buy the new smartphone in black and white body. In its price range it is one of the most powerful device with an OK screen. OPPO Plus carries a 4-inch IPS panel with a resolution of 800x480 pixels, including the ability to touch the screen with a gloved finger. The latest Joy's Plus is running Google's Android 4.4.4 KitKat, almost the most modern, yet it still takes two SIM-cards in standard sizes. opposed to other devices of same class, support for LTE is missing, but lets see if users oppose Joy Plus. If you do not chase the huge displays at 6 inches and do not run bulky racing games or first person shooters on your phone, Joy Plus has the ability to satisfy all your routine requirements, so leap up be Joyed.",Mediatek MT6572,"White, Blue",1.3 GHz Dual-core,124 x 63 x 9.9 mm,Mali-400,480 x 800 pixels (~233 ppi pixel density),4,125,8500,82,4,"Android OS, v4.4 (KitKat)",webapp/img/oppo/oppo-joy-plus-1.jpg,webapp/img/oppo/oppo-joy-plus-2.jpg,1700 mAh,"3.15 MP, 2048 x 1536 pixels, LED flash"
22,Oppo,Oppo Neo5,"OPPO Neo 5 - Large Screen, Simplistic Design

Here we go! Oppo hits with Neo 5, the latest of the 4G generation of Oppo Neo series with a motto of either playing Fast or don't bother at all. OPPO Neo 5 is intoxicated with Quad-core snapdragon processor by the Qualcomm so that you can experience the pleasure of being casual. Be Carefree on OPPO's Neo 5 whether it's about heavy multitasking, excessive 3d gaming or the HD Video streaming on demand. Download speeds on OPPO 5 can climb up to 150Mbps on 4G and Wifi, on 3G networks like we have in pakistan, OPPO smartphone Neo 5 can reach the download speed of 45Mbps. Taking photographs is not just about clicking a shot. OPPO Neo series 5 lets you capture those memories with fun, having sounds and vivid tones of spectral colors so that you cannot take them out of your head. OPPO Neo's 5 lets you capture mind-blowing speaking pictures with audio in the background so that your pictures can tell the complete story. OPPO Neo 5's powerful On The Go function (OTG) can access any device you throw at it, including memory cards, hard disks and other cell phones and tablets. Neo 5 by OPPO supports external keyboard and mouse along with all usb internet dongles including the PTCL's 4G and 3G nitro. OPPO Neo 5 comes with many amazing screen gestures which you can fully customise according to your own needs. it supports multi-touch even when you have gloves on or your hands are Wet.",NULL,Black,"1.2 GHz Quad-Core Cortex-A7, Qualcomm Snapdragon 400, GPU: Adreno 305",132 x 65.8 x 9.2 mm,NULL,"854 x 480 pixels , 4.5 Inches (~218 ppi pixel density)Sensors: proximity",4.5,132,9999,96,4.1,"Android OS, v4.3 (Jelly Bean)",webapp/img/oppo/oppo-neo-5-1.jpg,webapp/img/oppo/oppo-neo-5-2jpg,1900 mAh,"5MP, 2592 x 1944 pixels, LED flash, Geo-tagging, panorama, HDR, Video, 2ndary (2MP)"
21,Oppo,Oppo Neo3,"OPPO Neo 3 - Capture The Beauty.
OPPO has launched Neo 3, a mid-range smartphone and the latest in oppo Neo series. OPPO Neo 3 runs on Android 4.2 Jelly Bean and is well configured with the Cortex-A7 chipset bundled with 1.3GHz Dual-Core processor so that OPPO's Neo 3 can provide you with the perfect combination of high performance. 1GB RAM and 4.5 inch IPS-LCD screen with 854x480 pixels resolution proves OPPO 3 to be an ideal handset in a moderate price. OPPO smartphone Neo 3 is OTG supported, allowing you to connect any device just like a PC including mouse, keyboard, USB flash drive and internet dongle. OPPO Neo series 3 also lets you charge other devices by a simple USB cable, supplementing battery power for people around you. OPPO Neo's 3 is embedded with ""HotKnot"" technology, enabling you to share anything just by touching the other mobile screen with yours. OPPO Neo 3's HotKnot feature lets you enjoy the effective file transfers with easy screen to screen transmissions. Neo 3 by OPPO also features a fully customizable Gesture Panel, opening up a wide range of personalization possibilities. OPPO Neo 3 is designed using polycarbonate material with slightly convexed back, helping it to resists fingerprints, repel dirt and making it easy to grasp.",Mediatek MT6572,White,1.3GHZ Dual-Core Cortex A7,132 X 65.8 x 9.2mm,Mali-400,480 x 854 Pixels (~218 PPI),4.5,128,10000,96,4.1,Android 4.2.1 (Jelly Bean),webapp/img/oppo/oppo-neo-3-1.jpg,webapp/img/oppo/oppo-neo-3-2.jpg,(Li-Ion Removable) 1900 mAh Battery,"5MP, autofocus, LED flash"
20,Oppo,Oppo Neo 5S,"OPPO Neo 5s - The Beauty in Style!
OPPO has unveiled Neo 5s, a very well-priced smart handset and newly welcomed addition to oppo Neo gang. OPPO Neo 5s has a flat screen and slim design and hence would be an excellent acquisition for those practical people who are interested in high-performance mobile gadgets. OPPO's Neo 5s is a dream come true! Ease of use and high quality of shining display is guaranteed by a 4.5-inch wide Super LCD2 touchscreen that can manage displaying 16 million colors. OPPO 5s gets a display that has 64.6 percents screen-to-body ratio and is made on a capacitive technology, which actually means that OPPO smartphone Neo 5s is unusually much more sensitive to the touch of your fingers. What actually sounds more interesting is that a slim device like OPPO Neo series 5s, manages to provides us with a Quad-Core performance. Gone are the days when you had to wait long for a smartphone to boot so that you can work, With OPPO Neo's 5s, all your work will be done in seconds. The speed of Internet surfing, multi-tasking and excellent graphics in all cases is insured by a productive mobile processor. OPPO Neo 5s's Hotknot is bundled with with most modern Android operating system to enable the most effective data transfer. Since it is very easy to handle and work with, Neo 5s by OPPO has already  acquired an incredible amount of specific games and applications to transform the smartphone into a full fledged personal computer. In short OPPO Neo 5s is the stylish monoblock that incorporates everything you ever wanted from a truly mobile gadget.",Qualcomm MSM8916 Snapdragon 410,"Blue, White",1.2 GHz Quad-Core Cortex-A53,131.9 x 65.5 x 8 mm,Adreno 306,480 x 854 pixels (~218 ppi pixel density),4.5,135,11999,115,4.1,"Android OS, v4.4.2 (KitKat)",webapp/img/oppo/oppo-neo-5s-1.jpg,webapp/img/oppo/oppo-neo-5s-2.jpg,(Li-Po Non removable) 2000 mAh Battery,"8 MP, autofocus, LED flash"
19,Oppo,Oppo Neo7,"OPPO Neo 7 - Smart, Thin and Powerful 
Oppo strikes with budget phones Neo 7,  the new phone comes with extremely low price tag while packing a great display i.e. 5 inch TFT display being managed by Adreno 306 GPU giving out qHD display on the new and powerful Oppo Neo 7. Its quad-core processor is under clocked at 1.2GHz to prevent heating issues on the SoC 410 chipset. A powerful 1GB RAM will be managing Android Lollipopx92s Custom built UI on Oppox92s Neo 7 that helps the handheld device to carry vendor applications and perform a-bit better than stock Android OS. Dual-SIM Dual Standby functionalities are equipped in Oppo Neo 7x92s chipset along with enhanced LTE support that takes downloading on-air to another level and never causes any delays in online movie streaming. The company has equipped Neo 7 by Oppo with other amazing connectivity features as well that includes Bluetooth 4.1 with A2DP support, all bands supported Wi-Fi module, A-GPS and region based NFC support. Oppo 7 equips a great 5 MP selfie snapper on its front screen with f/2.4glass that allows phone to record full HD videos as well. on back of the new phone is a great 8MP camera with  å?x94 inch sensor and f/2.0 lens that enhances aspect of every capture in Oppo Neox92s 7 . Coming to the built quality of the phone, it resembles the previous models in design as it comes with back finish glass architecture with thin bezels and great display quality. The new Oppo Neo 7 is released worldwide and will be available in the market with 12 months warranty and it ships in three different colors i.e. Black, Gold and pure white. in terms of memory, the Neo 7x92s 16GB internal storage allows users to save as much as data they want and it can be increased up-to 128GB via external card slot.",NULL,"Blue, White","3G Model 1.3 GHz Quad-Core Cortex-A7, Mediatek MT6582,GPU: Mali-400MP24G Model 1.2 GHz Quad-Core Cortex-A53, Qualcomm MSM8916 Snapdragon 410,GPU: Adreno 306",142.7 x 71.7 x 7.6mm,NULL,"540 x 960 pixels (~220 ppi pixel density)Sensors: Accelerometer, proximity, compass",5,141,12900,124,4.1,"Android OS, v5.1 (Lollipop)",webapp/img/oppo/oppo-neo-7-1.jpg,webapp/img/oppo/oppo-neo-7-2.jpg,"Talk-time up to 16 hrs, Stand-by up to 218 hrs2420 mAh","8 MP, 3264 x 2448 pixels, autofocus, LED flash, 1/4'' sensor size, geo-tagging, touch focus, face detection, HDR, panorama, Video, 2ndry 2 MP"
